rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,period_err1,period_err2,impact_parameter,impact_parameter_err1,impact_parameter_err2,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,radius,radius_prad_err1,radiusprad_err2,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_eff_temp_err1,stellar_eff_temp_err2,stellar_surf_grav,stellar_surf_grav_err1,stellar_surf_grav_err2,stellar_metal,stellar_metal_err1,stellar_metal_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,stellar_mass,stellar_mass_err1,stellar_mass_err2,ra,dec,disposition_num
750,7287415,K01369.01,,CANDIDATE,CANDIDATE,3.016182013,9.75e-06,-9.75e-06,0.732,0.182,-0.491,2.8349,0.0793,-0.0793,223.0,8.1,-8.1,2.25,0.37,-0.45,0.0408,82.72,1449.0,3.8950944,27.806568,31.9,449.0,0.1948,5611.0,84.0,-75.0,4.144,0.195,-0.105,0.16,0.15,-0.15,1.4,0.231,-0.283,0.995,0.074,-0.066,293.46902,42.822411,1
751,6924203,K01370.01,Kepler-829 b,CONFIRMED,CANDIDATE,6.8833761,1.82e-05,-1.82e-05,0.075,0.379,-0.075,2.2702,0.0718,-0.0718,458.0,18.8,-18.8,1.69,0.45,-0.13,0.0678,89.82,857.0,4.5916114,24.844032,28.1,193.0,0.2881,5679.0,152.0,-152.0,4.581,0.04,-0.16,-0.32,0.3,-0.3,0.794,0.207,-0.065,0.886,0.088,-0.097,282.33279,42.463821,1
752,6878167,K01371.01,,FALSE POSITIVE,FALSE POSITIVE,0.833980196,1.07e-06,-1.07e-06,0.547,0.203,-0.546,1.756,0.279,-0.279,261.0,9.4,-9.4,1.45,0.43,-0.14,0.017,80.13,1816.0,7.6196065,19.69466,56.9,802.0,0.0867,5747.0,154.0,-171.0,4.53,0.048,-0.192,-0.14,0.3,-0.3,0.871,0.256,-0.085,0.939,0.101,-0.112,295.87634,42.364819,0
754,6863839,K01373.01,,FALSE POSITIVE,FALSE POSITIVE,1.926353494,4.8e-06,-4.8e-06,0.767,0.168,-0.496,2.5305,0.0698,-0.0698,185.0,6.0,-6.0,1.33,0.37,-0.15,0.0292,78.81,1484.0,4.6182823,27.81583,36.9,699.0,0.1087,6063.0,163.0,-181.0,4.481,0.081,-0.189,-0.52,0.3,-0.3,0.899,0.245,-0.105,0.893,0.099,-0.089,292.05478,42.33025,0
755,7296086,K01374.01,,FALSE POSITIVE,FALSE POSITIVE,0.890737359,1.38e-06,-1.38e-06,1.146,1.953,-0.099,1.9257,0.076,-0.076,196.0,6.3,-6.3,20.57,5.89,-4.42,0.018,30.02,2022.0,5.0013156,25.053722,37.7,1503.0,0.5847,5687.0,154.0,-171.0,4.293,0.18,-0.18,0.12,0.25,-0.3,1.169,0.335,-0.251,0.979,0.122,-0.1,295.78595,42.84428,0
756,11389771,K01436.03,Kepler-301 c,CONFIRMED,CANDIDATE,5.41908491,2.18e-05,-2.18e-05,0.536,0.396,-0.33,2.3379,0.0867,-0.0867,231.0,12.4,-12.4,1.38,0.39,-0.13,0.0593,87.99,989.0,3.9332454,15.08037,20.2,173.0,0.9148,5814.0,139.0,-156.0,4.523,0.05,-0.2,-0.18,0.3,-0.3,0.881,0.252,-0.084,0.944,0.11,-0.11,283.98297,49.23299,1
757,11599038,K01437.01,,CANDIDATE,CANDIDATE,7.01733571,5.17e-05,-5.17e-05,0.581,0.021,-0.475,3.567,0.18,-0.18,256.0,18.2,-18.2,1.61,0.5,-0.2,0.0712,87.34,984.0,3.2695124,12.549701,15.5,152.0,0.0777,6052.0,163.0,-199.0,4.456,0.07,-0.21,-0.26,0.3,-0.3,0.967,0.304,-0.121,0.974,0.13,-0.117,284.84662,49.692402,1
758,11193263,K01438.01,Kepler-848 b,CONFIRMED,CANDIDATE,6.91134223,2.48e-05,-2.48e-05,0.259,0.175,-0.259,5.6743,0.0788,-0.0788,202.0,5.2,-5.2,1.9,0.35,-0.37,0.072,88.37,1086.0,5.727925,33.104385,44.0,196.0,0.9058,5685.0,114.0,-103.0,4.194,0.162,-0.108,0.24,0.15,-0.15,1.35,0.242,-0.266,1.039,0.1,-0.067,293.28827,48.811619,1
759,11027624,K01439.01,Kepler-849 b,CONFIRMED,CANDIDATE,394.6249514,0.000817,-0.000817,0.336,0.092,-0.229,24.108,0.107,-0.107,2010.0,10.1,-10.1,7.79,1.27,-1.9,1.1088,89.84,325.0,43.208004,77.076385,234.6,4.0,0.1407,5910.0,107.0,-119.0,4.03,0.196,-0.084,0.14,0.15,-0.15,1.727,0.281,-0.422,1.164,0.143,-0.12,290.85178,48.521339,1
760,11032227,K01440.01,Kepler-850 b,CONFIRMED,CANDIDATE,7.19304935,3.6e-05,-3.6e-05,0.017,0.396,-0.017,3.407,0.108,-0.108,255.0,15.5,-15.5,1.59,0.49,-0.17,0.0744,89.94,995.0,4.6677556,17.257557,19.0,185.0,0.3826,6185.0,174.0,-218.0,4.472,0.05,-0.2,-0.18,0.25,-0.3,0.991,0.306,-0.102,1.06,0.144,-0.144,293.08447,48.57539,1
761,8751933,K01257.01,Kepler-420 b,CONFIRMED,CANDIDATE,86.64764448,4.4e-05,-4.4e-05,0.0,0.196,0.0,4.2326,0.0174,-0.0174,7310.0,35.2,-35.2,9.4,1.33,-1.33,0.3786,90.0,419.0,71.32161,214.94081,241.9,16.0,0.0783,5522.0,75.0,-83.0,4.323,0.132,-0.108,0.26,0.15,-0.15,1.12,0.158,-0.158,0.963,0.058,-0.047,291.22519,44.92738,1
762,8630788,K01258.01,Kepler-281 c,CONFIRMED,CANDIDATE,36.33750453,7.26e-05,-7.26e-05,0.825,0.019,-0.069,7.06,0.161,-0.161,2830.0,32.5,-32.5,5.3,1.38,-0.46,0.2137,88.17,513.0,17.845207,83.923164,96.8,38.0,0.6455,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,294.10818,44.770699,1
763,8630788,K01258.02,Kepler-281 b,CONFIRMED,CANDIDATE,14.64613058,7.96e-05,-7.96e-05,0.561,0.353,-0.358,5.688,0.135,-0.135,594.0,21.5,-21.5,2.22,0.58,-0.19,0.1166,88.09,694.0,4.9242187,24.705685,30.0,89.0,0.4667,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,294.10818,44.770699,1
764,8630788,K01258.03,,CANDIDATE,CANDIDATE,148.272013,0.000825,-0.000825,0.883,0.069,-0.612,4.192,0.174,-0.174,1710.0,84.9,-84.9,4.3,1.12,-0.38,0.5456,89.66,321.0,9.519084,18.454786,21.8,8.0,0.339,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,294.10818,44.770699,1
765,8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,1.506507172,2.45e-06,-2.45e-06,1.226,0.776,-0.037,4.5346,0.0719,-0.0719,881.0,12.0,-12.0,13.4,0.79,-0.99,0.0202,31.59,801.0,4.176006,32.83695,86.7,869.0,0.8671,3755.0,59.0,-66.0,4.774,0.042,-0.025,-0.2,0.1,-0.1,0.473,0.028,-0.035,0.485,0.029,-0.031,293.61743,45.016701,0
766,4070376,K01318.01,,FALSE POSITIVE,FALSE POSITIVE,1.634614356,4.44e-07,-4.44e-07,1.229,0.062,-0.054,3.4422,0.0153,-0.0153,19800.0,66.0,-66.0,44.22,14.4,-4.79,0.0272,64.64,1611.0,52.131435,826.91174,376.5,657.0,0.9598,6121.0,191.0,-212.0,4.468,0.054,-0.216,-0.22,0.3,-0.3,0.97,0.316,-0.105,1.001,0.142,-0.129,294.88181,39.161072,0
767,4078157,K01319.01,,FALSE POSITIVE,FALSE POSITIVE,16.02501898,8.5e-06,-8.5e-06,13.239,66.18,-10.17,3.8828,0.015,-0.015,29100.0,132.0,-132.0,1069.01,278.0,-92.1,0.1187,78.78,657.0,84.13553,294.42953,257.8,54.0,0.0,5776.0,190.0,-190.0,4.582,0.042,-0.168,-0.42,0.3,-0.3,0.789,0.205,-0.068,0.879,0.096,-0.096,296.47937,39.127571,0
768,4164994,K01320.01,Kepler-816 b,CONFIRMED,CANDIDATE,10.50682978,3.68e-06,-3.68e-06,0.407,0.074,-0.178,3.7769,0.0353,-0.0353,13400.0,45.2,-45.2,9.01,1.2,-0.7,0.0895,88.93,668.0,60.11019,336.95108,343.4,83.0,0.6928,5127.0,185.0,-185.0,4.589,0.03,-0.09,0.12,0.25,-0.3,0.782,0.104,-0.061,0.872,0.057,-0.092,293.36285,39.212448,1
769,4480676,K01321.01,,FALSE POSITIVE,FALSE POSITIVE,0.711966971,1.12e-07,-1.12e-07,1.268,0.591,-0.066,2.0221,0.00774,-0.00774,6230.0,19.4,-19.4,33.34,6.95,-4.66,0.0141,48.11,1855.0,25.937656,469.62744,392.2,1501.0,0.0023,5486.0,179.0,-162.0,4.47,0.13,-0.159,-0.44,0.35,-0.3,0.83,0.173,-0.116,0.741,0.117,-0.05,295.73193,39.587521,0
770,4079535,K01322.01,,FALSE POSITIVE,FALSE POSITIVE,17.72724392,1.4e-05,-1.4e-05,0.825,0.009,-0.011,4.1073,0.0404,-0.0404,16900.0,249.0,-249.0,14.77,4.91,-1.65,0.1364,88.16,741.0,218.46481,606.2019,109.7,49.0,-1.0,6181.0,197.0,-240.0,4.464,0.056,-0.224,-0.14,0.25,-0.35,1.006,0.335,-0.112,1.074,0.144,-0.144,296.73502,39.187801,0
771,6766634,K01375.01,,CANDIDATE,CANDIDATE,321.2124365,0.000404,-0.000404,0.873,0.035,-0.581,4.012,0.165,-0.165,2360.0,33.2,-33.2,7.25,1.16,-1.17,0.9453,89.86,310.0,37.382668,79.74445,81.7,5.0,0.2828,6018.0,120.0,-120.0,4.257,0.137,-0.112,0.06,0.15,-0.15,1.286,0.207,-0.207,1.09,0.1,-0.082,288.32043,42.261414,1
772,6774826,K01376.01,,FALSE POSITIVE,FALSE POSITIVE,7.13895376,3.33e-05,-3.33e-05,1.199,6.713,-0.015,4.568,0.201,-0.201,254.0,9.3,-9.3,49.96,11.2,-20.7,0.0807,61.87,1622.0,6.6407986,27.41521,32.9,184.0,0.6219,7131.0,225.0,-300.0,3.913,0.367,-0.122,-0.5,0.25,-0.3,2.145,0.479,-0.889,1.373,0.193,-0.265,291.01358,42.283134,0
773,5652237,K00164.01,,FALSE POSITIVE,FALSE POSITIVE,4.4645454,1.38e-05,-1.38e-05,0.808,0.139,-0.565,2.8823,0.0781,-0.0781,194.0,6.1,-6.1,3.07,0.75,-1.37,0.0559,83.64,1601.0,9.715323,34.60856,37.6,300.0,0.0001,6093.0,195.0,-195.0,3.91,0.443,-0.118,-0.18,0.3,-0.3,1.985,0.479,-0.89,1.168,0.169,-0.233,299.54376,40.86026,0
774,7211469,K01377.01,Kepler-830 b,CONFIRMED,CANDIDATE,11.29689442,6.91e-05,-6.91e-05,0.634,0.274,-0.41,4.623,0.149,-0.149,199.0,10.9,-10.9,1.74,0.28,-0.15,0.1033,87.54,907.0,7.745626,18.354597,20.9,121.0,0.0174,6096.0,79.0,-85.0,4.358,0.063,-0.117,0.14,0.15,-0.15,1.176,0.19,-0.102,1.155,0.069,-0.083,295.05429,42.75684,1
775,7375795,K01378.01,,FALSE POSITIVE,FALSE POSITIVE,19.30112039,7.41e-05,-7.41e-05,0.862,0.058,-0.577,6.0752,0.0887,-0.0887,232.0,5.4,-5.4,1.66,0.21,-0.2,0.1324,86.22,669.0,8.516369,35.863037,45.0,71.0,0.1122,5687.0,114.0,-102.0,4.408,0.11,-0.099,-0.3,0.15,-0.15,0.943,0.122,-0.111,0.83,0.073,-0.037,295.51068,42.930565,0
776,7255336,K00019.01,,FALSE POSITIVE,FALSE POSITIVE,1.20320092,2.96e-07,-2.96e-07,1.274,3.088,-0.042,1.9197,0.0108,-0.0108,2810.0,13.5,-13.5,49.25,8.83,-8.84,0.0225,56.44,2124.0,72.82885,1460.8717,250.8,1110.0,0.0,6218.0,124.0,-137.0,4.198,0.162,-0.108,-0.24,0.15,-0.15,1.349,0.242,-0.242,1.045,0.104,-0.078,280.94385,42.839184,0
777,7831264,K00171.01,Kepler-116 b,CONFIRMED,CANDIDATE,5.968724048,6.04e-06,-6.04e-06,0.166,0.263,-0.166,3.651,0.029,-0.029,511.0,5.3,-5.3,3.26,0.58,-0.58,0.067,89.25,1251.0,9.55923,85.64559,107.1,225.0,0.7027,6122.0,136.0,-124.0,4.173,0.168,-0.112,0.02,0.15,-0.15,1.439,0.257,-0.257,1.123,0.116,-0.085,294.74207,43.536831,1
778,7802136,K01449.01,,FALSE POSITIVE,FALSE POSITIVE,10.9802462,6.93e-07,-6.93e-07,0.733,0.001,-0.001,3.74464,0.0034,-0.0034,50100.0,44.7,-44.7,21.94,5.82,-2.91,0.0917,88.09,821.0,454.16522,2461.2927,1555.4,123.0,0.0556,5952.0,159.0,-159.0,4.462,0.098,-0.182,-0.52,0.3,-0.3,0.897,0.238,-0.119,0.851,0.105,-0.07,282.79764,43.578129,0
779,7532973,K01450.01,Kepler-854 b,CONFIRMED,FALSE POSITIVE,2.144632238,1.27e-06,-1.27e-06,1.228,0.059,-0.048,6.2701,0.0362,-0.0362,19800.0,76.9,-76.9,59.19,18.0,-12.0,0.0334,56.9,1736.0,117.24942,1522.2762,334.8,629.0,0.1422,6296.0,175.0,-219.0,4.24,0.18,-0.18,-0.16,0.25,-0.3,1.305,0.396,-0.264,1.076,0.181,-0.131,293.35129,43.13464,0
780,9632895,K01451.01,,FALSE POSITIVE,FALSE POSITIVE,27.32204488,1.16e-06,-1.16e-06,0.257,0.003,-0.004,5.6716,0.00279,-0.00279,77500.0,25.7,-25.7,21.58,4.72,-1.91,0.1682,89.67,531.0,1074.5865,4301.102,3622.7,50.0,0.9306,5620.0,152.0,-152.0,4.592,0.036,-0.135,-0.36,0.3,-0.3,0.772,0.169,-0.068,0.863,0.078,-0.097,283.2413,46.378471,0
781,7449844,K01452.01,,FALSE POSITIVE,FALSE POSITIVE,1.152216965,7.84e-07,-7.84e-07,0.811,0.025,-0.054,2.2245,0.0755,-0.0755,12100.0,167.0,-167.0,187.73,50.9,-50.9,0.0326,75.12,5283.0,88.7088,349.56705,104.5,1162.0,0.5948,5560.0,268.0,-1005.0,2.619,0.075,-0.225,0.56,0.05,-0.25,15.113,4.094,-4.094,3.468,0.152,-0.913,293.28156,43.055809,0
782,8766222,K01260.01,,FALSE POSITIVE,FALSE POSITIVE,5.2972293,2.48e-05,-2.48e-05,0.022,6.829,-0.007,3.799,0.474,-0.474,1210.0,61.0,-61.0,47.7,10.6,-10.6,0.0726,89.88,2867.0,4.2323937,16.799067,31.8,249.0,0.9938,4631.0,92.0,-115.0,2.386,0.03,-0.03,-0.04,0.2,-0.3,14.296,3.167,-3.167,1.812,1.035,-0.69,296.39639,44.963036,0
783,8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,133.460999,0.000257,-0.000257,0.249,0.043,-0.249,11.4997,0.0691,-0.0691,5030.0,32.4,-32.4,11.21,1.72,-2.59,0.5167,89.84,433.0,60.005577,120.222275,162.3,10.0,0.0001,5588.0,83.0,-75.0,4.047,0.203,-0.087,0.14,0.15,-0.15,1.593,0.245,-0.368,1.031,0.094,-0.094,287.1749,44.878571,1
784,10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,5.188563677,6.37e-06,-6.37e-06,0.179,0.209,-0.179,2.3683,0.0297,-0.0297,359.0,7.0,-7.0,1.0,0.07,-0.06,0.0484,89.39,586.0,7.282807,42.199,56.4,239.0,0.1985,3980.0,79.0,-79.0,4.722,0.03,-0.033,-0.2,0.15,-0.15,0.54,0.033,-0.033,0.56,0.031,-0.038,294.12143,48.349522,1
785,8678594,K01261.02,,CANDIDATE,CANDIDATE,15.19423359,8.34e-05,-8.34e-05,0.906,0.054,-0.611,3.106,0.125,-0.125,368.0,22.5,-22.5,3.69,0.57,-0.85,0.1214,87.06,893.0,3.8574545,14.239111,18.1,88.0,0.7788,5588.0,83.0,-75.0,4.047,0.203,-0.087,0.14,0.15,-0.15,1.593,0.245,-0.368,1.031,0.094,-0.094,287.1749,44.878571,1
786,8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,14.17098745,2.12e-05,-2.12e-05,0.041,0.353,-0.041,3.4804,0.0422,-0.0422,3070.0,37.9,-37.9,4.19,0.52,-0.39,0.1068,89.93,608.0,26.58552,122.1254,93.6,84.0,0.2835,5107.0,179.0,-179.0,4.565,0.044,-0.072,-0.02,0.3,-0.3,0.777,0.097,-0.073,0.807,0.082,-0.073,296.93393,44.853642,0
787,8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,31.9734169,0.000203,-0.000203,1.24,35.62,-0.119,13.262,0.228,-0.228,1410.0,26.0,-26.0,24.1,2.15,-1.59,0.1876,78.69,442.0,12.32784,49.232666,62.5,43.0,0.3427,4931.0,148.0,-148.0,4.595,0.024,-0.064,0.28,0.15,-0.3,0.774,0.069,-0.051,0.865,0.037,-0.079,292.13437,44.65617,0
788,4076098,K01323.01,Kepler-817 b,CONFIRMED,CANDIDATE,3.990105908,1.43e-06,-1.43e-06,0.582,0.057,-0.329,2.4108,0.0414,-0.0414,6150.0,32.5,-32.5,7.45,2.18,-0.73,0.0493,87.09,1124.0,24.950838,246.02412,247.8,212.0,0.9883,5926.0,166.0,-228.0,4.519,0.048,-0.192,-0.12,0.3,-0.3,0.913,0.267,-0.089,1.004,0.122,-0.135,296.08185,39.161621,1
789,4551328,K01324.01,,FALSE POSITIVE,FALSE POSITIVE,0.52205862,2.01e-07,-2.01e-07,1.24,0.447,-0.053,2.0847,0.0194,-0.0194,1380.0,10.1,-10.1,27.16,5.14,-3.15,0.012,28.22,2022.0,4.427926,20.874199,169.0,1280.0,0.9726,5359.0,176.0,-160.0,4.478,0.092,-0.138,0.0,0.25,-0.3,0.878,0.166,-0.102,0.847,0.096,-0.072,288.65359,39.66431,0
790,4282872,K01325.01,Kepler-818 b,CONFIRMED,CANDIDATE,10.03538181,6.48e-06,-6.48e-06,0.079,0.284,-0.079,3.4062,0.0265,-0.0265,2830.0,21.7,-21.7,4.42,1.13,-0.38,0.0886,89.81,786.0,18.218279,139.00804,150.9,107.0,0.6847,5813.0,157.0,-174.0,4.561,0.042,-0.168,-0.28,0.3,-0.3,0.833,0.213,-0.071,0.925,0.101,-0.111,296.23511,39.370338,1
791,4639868,K01326.01,,FALSE POSITIVE,FALSE POSITIVE,53.10094262,3.22e-06,-3.22e-06,0.988,0.039,-0.025,2.2868,0.00566,-0.00566,20000.0,25.2,-25.2,24.02,2.89,-2.89,0.263,89.56,464.0,309.93567,1147.6056,1108.5,27.0,0.359,5465.0,109.0,-98.0,4.396,0.126,-0.084,0.0,0.15,-0.15,0.973,0.117,-0.117,0.859,0.071,-0.038,286.83487,39.760849,0
792,10555375,K00158.01,,FALSE POSITIVE,FALSE POSITIVE,5.80181368,1.86e-05,-1.86e-05,0.967,0.07,-0.745,4.119,0.156,-0.156,270.0,8.4,-8.4,4.52,0.97,-2.28,0.0665,74.49,1491.0,11.327671,28.802832,35.3,179.0,0.1897,6020.0,183.0,-183.0,3.86,0.512,-0.128,-0.24,0.3,-0.3,2.097,0.453,-1.057,1.162,0.178,-0.238,298.77338,47.786469,0
793,4372768,K01327.01,,FALSE POSITIVE,FALSE POSITIVE,15.6402515,0.000184,-0.000184,1.167,70.14,-0.084,6.222,0.388,-0.388,800.0,49.5,-49.5,18.11,2.85,-2.32,0.1123,77.78,640.0,9.2049055,14.437648,19.3,58.0,0.5438,5346.0,204.0,-185.0,4.491,0.105,-0.115,-0.24,0.3,-0.3,0.826,0.13,-0.106,0.771,0.113,-0.061,293.61121,39.417519,0
794,7375795,K01378.02,,FALSE POSITIVE,FALSE POSITIVE,0.691666384,2.56e-06,-2.56e-06,0.552,0.008,-0.492,1.9603,0.0935,-0.0935,35.6,2.0,-2.0,0.58,0.08,-0.07,0.0144,76.6,2031.0,3.6677482,14.8852005,20.8,1872.0,0.1323,5687.0,114.0,-102.0,4.408,0.11,-0.099,-0.3,0.15,-0.15,0.943,0.122,-0.111,0.83,0.073,-0.037,295.51068,42.930565,0
795,7211221,K01379.01,Kepler-831 b,CONFIRMED,CANDIDATE,5.62154315,1.27e-05,-1.27e-05,0.742,0.18,-0.503,2.4143,0.0514,-0.0514,172.0,5.7,-5.7,1.37,0.17,-0.12,0.0603,86.54,992.0,4.731419,29.15205,35.3,238.0,0.9944,5637.0,101.0,-112.0,4.439,0.076,-0.104,0.0,0.15,-0.15,0.96,0.124,-0.083,0.924,0.063,-0.057,294.98547,42.727669,1
796,7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,1.074106954,1.82e-06,-1.82e-06,0.122,0.265,-0.121,1.9797,0.0519,-0.0519,64.5,1.6,-1.6,0.52,0.04,-0.01,0.0184,88.34,1255.0,4.241189,16.241411,48.5,621.0,0.598,4699.0,75.0,-84.0,4.637,0.01,-0.045,0.02,0.15,-0.15,0.676,0.053,-0.021,0.756,0.03,-0.045,289.24817,42.565559,0
797,9451127,K01381.01,,FALSE POSITIVE,FALSE POSITIVE,5.117401517,1.48e-06,-1.48e-06,0.683,0.008,-0.003,4.3056,0.0151,-0.0151,62900.0,200.0,-200.0,28.41,9.19,-3.08,0.0609,85.88,1130.0,232.03404,2408.5974,456.6,265.0,0.1622,6161.0,171.0,-236.0,4.454,0.054,-0.216,0.07,0.2,-0.35,1.053,0.341,-0.114,1.15,0.135,-0.181,284.82272,46.013721,0
798,9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,4.20233673,1.9e-06,-1.9e-06,0.004,0.208,-0.004,3.6973,0.0213,-0.0213,46000.0,218.0,-218.0,23.53,7.71,-3.31,0.0524,89.98,1246.0,160.29895,1821.1746,258.8,292.0,0.5777,6185.0,194.0,-259.0,4.396,0.072,-0.217,-0.04,0.25,-0.3,1.094,0.358,-0.154,1.083,0.168,-0.137,282.18439,46.006859,0
799,11356260,K01441.01,Kepler-851 b,CONFIRMED,CANDIDATE,8.50698069,3.61e-05,-3.61e-05,0.816,0.138,-0.559,2.938,0.109,-0.109,296.0,16.5,-16.5,1.9,0.53,-0.29,0.0802,86.53,900.0,5.003191,18.6186,20.7,160.0,0.5272,5822.0,157.0,-192.0,4.428,0.087,-0.188,-0.1,0.3,-0.3,0.986,0.276,-0.148,0.951,0.127,-0.104,294.68027,49.14016,1
800,11044770,K00170.01,,FALSE POSITIVE,FALSE POSITIVE,15.60865244,6.14e-05,-6.14e-05,0.985,0.159,-0.013,6.26,0.2,-0.2,311.0,8.9,-8.9,6.17,0.97,-2.25,0.1508,79.38,1419.0,7.3996925,35.82557,46.9,72.0,0.8915,8014.0,221.0,-347.0,3.94,0.266,-0.114,-0.14,0.2,-0.35,2.43,0.38,-0.888,1.874,0.079,-0.419,297.97922,48.553871,0
801,11600889,K01442.01,Kepler-407 b,CONFIRMED,CANDIDATE,0.669310092,5.87e-07,-5.87e-07,0.157,0.272,-0.157,1.6274,0.0254,-0.0254,132.0,2.1,-2.1,1.13,0.16,-0.09,0.0149,87.19,1983.0,4.3349285,21.097862,75.3,1592.0,1.0,5475.0,109.0,-109.0,4.426,0.076,-0.104,0.34,0.1,-0.15,1.003,0.137,-0.08,0.977,0.046,-0.051,286.03635,49.61451,1
802,11197126,K01443.01,,FALSE POSITIVE,FALSE POSITIVE,4.494498254,7.27e-06,-7.27e-06,1.149,34.9,-0.322,1.9742,0.0731,-0.0731,248.0,7.7,-7.7,62.11,11.1,-19.1,0.0624,72.04,1667.0,5.944186,28.775116,39.3,305.0,0.2584,5117.0,124.0,-195.0,3.578,0.222,-0.148,0.26,0.15,-0.35,3.403,0.609,-1.045,1.598,0.176,-0.565,295.03461,48.882172,0
803,11043167,K01444.01,Kepler-852 b,CONFIRMED,CANDIDATE,44.9306706,0.000261,-0.000261,0.481,0.438,-0.276,6.539,0.123,-0.123,438.0,14.8,-14.8,2.49,0.44,-0.15,0.2654,89.42,565.0,7.3577967,25.53434,33.8,25.0,0.4467,6121.0,97.0,-146.0,4.397,0.032,-0.128,0.36,0.1,-0.15,1.164,0.207,-0.069,1.233,0.068,-0.083,297.3916,48.560692,1
804,8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,14.13175309,4.46e-05,-4.46e-05,0.848,0.015,-0.585,4.0136,0.0822,-0.0822,1030.0,29.7,-29.7,3.02,0.76,-0.25,0.1106,86.95,675.0,5.5979056,33.003277,40.1,95.0,0.1619,5616.0,169.0,-169.0,4.564,0.031,-0.168,-0.16,0.3,-0.3,0.822,0.207,-0.069,0.907,0.095,-0.104,286.57483,44.7952,1
805,8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,1.061934816,1.44e-06,-1.44e-06,1.25,0.699,-0.171,3.2551,0.0625,-0.0625,437.0,7.3,-7.3,25.72,6.35,-2.13,0.0202,25.09,1660.0,3.9531696,19.843004,74.5,1261.0,0.6674,5730.0,156.0,-173.0,4.545,0.042,-0.168,-0.06,0.3,-0.3,0.87,0.215,-0.072,0.968,0.093,-0.114,288.90857,44.64241,0
806,8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,11.41926141,2.32e-05,-2.32e-05,0.242,0.182,-0.242,3.9908,0.0545,-0.0545,916.0,18.1,-18.1,1.48,0.16,-0.23,0.0795,89.36,419.0,7.3355713,45.465565,58.0,117.0,0.371,3823.0,167.0,-184.0,4.765,0.077,-0.056,-0.2,0.1,-0.15,0.492,0.054,-0.074,0.513,0.049,-0.074,286.07523,44.664639,1
807,8519253,K01267.01,,FALSE POSITIVE,FALSE POSITIVE,5.93821065,1.41e-05,-1.41e-05,1.646,31.19,-0.153,2.5128,0.0954,-0.0954,523.0,18.5,-18.5,61.63,17.2,-5.73,0.0626,69.52,996.0,8.345328,31.756065,33.6,227.0,0.619,6123.0,164.0,-200.0,4.545,0.036,-0.204,-0.54,0.3,-0.3,0.85,0.237,-0.079,0.924,0.097,-0.108,299.2749,44.55349,0
808,8813698,K01268.01,,CANDIDATE,CANDIDATE,268.9410974,0.000498,-0.000498,0.765,0.02,-0.035,5.4434,0.0914,-0.0914,9010.0,87.4,-87.4,13.57,2.3,-2.31,0.8272,89.85,321.0,82.94148,133.10529,120.4,4.0,0.3719,5798.0,78.0,-78.0,4.224,0.156,-0.104,0.14,0.15,-0.15,1.306,0.222,-0.222,1.041,0.087,-0.063,289.88962,45.005669,1
809,8757910,K01269.01,,FALSE POSITIVE,FALSE POSITIVE,0.655001616,3.4e-07,-3.4e-07,1.121,0.372,-0.064,1.8136,0.0253,-0.0253,271.0,3.2,-3.2,31.77,6.82,-10.2,0.0168,26.85,3162.0,3.5475943,17.290117,104.5,1023.0,0.0908,6426.0,173.0,-192.0,3.965,0.266,-0.114,0.07,0.25,-0.3,2.089,0.449,-0.673,1.466,0.154,-0.307,293.53415,44.971111,0
810,4074736,K01328.01,,CANDIDATE,CANDIDATE,80.9669561,0.000121,-0.000121,0.007,0.383,-0.007,2.5276,0.0483,-0.0483,4730.0,104.0,-104.0,5.04,1.03,-0.37,0.3412,90.0,364.0,17.0344,45.888737,52.0,13.0,0.6822,5611.0,168.0,-168.0,4.61,0.04,-0.128,-0.5,0.3,-0.3,0.737,0.151,-0.054,0.824,0.08,-0.088,295.80585,39.17799,1
