rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec,disposition_num
2448,7767162,K02869.01,Kepler-1375 b,CONFIRMED,CANDIDATE,3.30040818,0.008,4.462,98.8,1.43,0.0471,89.92,1543.0,3.6747339,14.801852,19.3,341.0,0.9807,6333.0,4.229,0.16,1.438,1.279,296.29355,43.403271,1
2449,4861791,K02870.01,,FALSE POSITIVE,FALSE POSITIVE,5.62950902,0.974,6.542,298.0,2.11,0.0619,64.27,979.0,3.7301984,11.66244,14.3,405.0,0.0,5822.0,4.529,-0.06,0.898,0.994,298.03931,39.901939,0
2450,4385148,K02942.01,,CANDIDATE,CANDIDATE,13.84301228,0.052,4.077,568.0,1.98,0.11,89.89,699.0,3.767211,14.495762,17.5,60.0,0.022,5745.0,4.559,-0.2,0.837,0.928,296.26456,39.40596,1
2451,4385148,K02942.02,,CANDIDATE,CANDIDATE,24.2758992,0.441,4.59,702.0,2.25,0.16,89.32,580.0,4.28394,12.554711,17.0,33.0,0.5921,5745.0,4.559,-0.2,0.837,0.928,296.26456,39.40596,1
2452,9838468,K02943.01,Kepler-1391 b,CONFIRMED,CANDIDATE,54.4099612,0.157,9.314,193.0,1.56,0.2768,89.8,513.0,5.6414237,14.665101,20.8,25.0,0.8924,5746.0,4.309,0.0,1.133,0.954,294.83102,46.659592,1
2453,6781548,K02944.01,,FALSE POSITIVE,FALSE POSITIVE,9.12209336,1.236,4.347,907.0,28.17,0.0872,74.86,863.0,8.112518,20.634432,22.2,63.0,0.8637,5899.0,4.499,0.07,0.96,1.06,293.07834,42.277039,0
2454,8617363,K02945.01,,CANDIDATE,CANDIDATE,19.94752741,0.094,1.756,861.0,2.52,0.1421,89.94,625.0,4.3180394,14.430404,16.0,65.0,0.979,5749.0,4.547,-0.1,0.864,0.961,288.95551,44.7057,1
2455,11401755,K00277.02,Kepler-36 b,CONFIRMED,CANDIDATE,13.84984567,0.012,7.2783,84.6,1.45,0.1133,89.95,977.0,6.1208806,16.726513,35.2,94.0,0.2687,5919.0,4.042,-0.2,1.585,1.009,291.25018,49.231834,1
2456,7673192,K02722.01,Kepler-402 c,CONFIRMED,CANDIDATE,6.12479773,0.79,3.466,129.0,1.51,0.0659,84.71,1140.0,4.5355062,27.188307,20.1,217.0,0.6531,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,1
2457,7673192,K02722.02,Kepler-402 e,CONFIRMED,CANDIDATE,11.24284815,0.52,4.241,136.0,1.44,0.0988,88.3,931.0,4.190815,17.8426,17.4,103.0,0.927,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,1
2458,7673192,K02722.03,Kepler-402 b,CONFIRMED,CANDIDATE,4.02877097,0.193,3.173,100.0,1.21,0.0498,88.85,1311.0,4.5831184,21.858406,18.6,311.0,0.6692,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,1
2459,7673192,K02722.04,Kepler-402 d,CONFIRMED,CANDIDATE,8.92114318,0.12,3.933,111.0,1.27,0.0847,89.6,1006.0,5.298493,15.35378,15.3,127.0,0.7803,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,1
2460,11807274,K00262.01,Kepler-50 b,CONFIRMED,CANDIDATE,7.81285862,0.03,4.098,117.0,1.68,0.0817,89.88,1196.0,6.1769357,34.52071,32.3,171.0,0.6158,6237.0,4.136,0.0,1.543,1.187,288.10086,50.033718,1
2461,7670943,K00269.01,,CANDIDATE,CANDIDATE,18.01164974,0.924,6.7367,108.0,1.83,0.1469,83.74,900.0,6.8765807,38.87934,60.8,76.0,0.2566,6477.0,4.224,0.1,1.459,1.3,287.34573,43.378391,1
2462,6697756,K02798.01,Kepler-1351 b,CONFIRMED,CANDIDATE,0.916142298,0.232,1.1555,98.5,0.6,0.0156,87.78,1212.0,3.830456,18.559893,23.0,1462.0,0.5557,4374.0,4.639,-0.34,0.614,0.6,293.60873,42.197681,1
2463,5649833,K02799.01,,FALSE POSITIVE,FALSE POSITIVE,0.597933473,0.562,1.918,106.0,1.24,0.0147,74.7,2564.0,3.5638888,20.474722,26.0,2236.0,0.8601,6543.0,4.382,-0.16,1.159,1.181,299.07883,40.832291,0
2464,10518399,K02800.01,,FALSE POSITIVE,FALSE POSITIVE,2.69636494,0.628,3.892,109.0,1.24,0.0358,81.53,1406.0,3.5224113,17.329914,22.2,501.0,0.6138,5653.0,4.25,-0.22,1.139,0.842,283.73706,47.797131,0
2465,5905822,K02801.01,,CANDIDATE,CANDIDATE,6.99205021,0.944,5.037,33.4,1.06,0.0735,75.72,1194.0,4.661273,17.720652,24.4,196.0,0.5369,6057.0,4.139,-0.06,1.467,1.081,299.16049,41.14373,1
2466,10793172,K02871.01,Kepler-1693 b,CONFIRMED,CANDIDATE,12.0999065,0.14,3.558,166.0,1.39,0.1011,89.69,807.0,4.1084285,12.935891,15.1,110.0,0.2762,5553.0,4.33,0.16,1.098,0.941,290.20163,48.185822,1
2467,10793172,K02871.02,,CANDIDATE,CANDIDATE,5.36375016,0.008,2.94,114.0,1.15,0.0588,89.97,1059.0,5.4200745,11.9805565,14.4,249.0,0.9152,5553.0,4.33,0.16,1.098,0.941,290.20163,48.185822,1
2468,7136729,K02872.01,,FALSE POSITIVE,FALSE POSITIVE,3.17319407,0.211,2.512,136.0,0.91,0.0379,88.73,1077.0,3.8491251,20.517807,16.2,429.0,0.855,5369.0,4.508,-0.44,0.784,0.722,296.88654,42.655079,0
2469,6364276,K02873.01,,FALSE POSITIVE,FALSE POSITIVE,5.24368302,0.006,10.873,225.0,0.91,0.0504,89.91,654.0,5.217508,25.563253,36.9,265.0,0.46,4194.0,4.633,-0.06,0.629,0.619,291.89893,41.744492,0
2470,4367854,K02876.01,,CANDIDATE,CANDIDATE,5.1952021,0.604,2.1552,321.0,1.37,0.0523,87.71,836.0,3.2146199,13.031365,17.7,156.0,0.925,5044.0,4.551,-0.28,0.738,0.708,292.37903,39.435841,1
2471,5108946,K02955.01,,FALSE POSITIVE,FALSE POSITIVE,0.591280187,0.395,1.1656,135.0,1.3,0.0146,83.81,2385.0,3.4424198,16.169512,21.6,1806.0,0.9462,6246.0,4.433,0.07,1.092,1.18,294.47125,40.278759,0
2472,8801316,K02956.01,Kepler-1394 b,CONFIRMED,CANDIDATE,3.93766786,0.226,4.655,24.3,1.36,0.0555,87.96,1947.0,3.3288972,11.470975,16.8,344.0,0.0866,6277.0,3.728,-0.06,2.741,1.465,283.45319,45.084141,1
2473,10597693,K02958.01,,CANDIDATE,CANDIDATE,31.6084371,0.022,3.675,332.0,1.89,0.2013,89.98,634.0,5.1692405,14.320765,16.2,44.0,0.5739,6341.0,4.446,-0.24,1.033,1.083,290.9288,47.887249,1
2474,7466270,K02959.01,,CANDIDATE,CANDIDATE,16.1558656,0.973,3.798,731.0,2.04,0.1012,85.16,455.0,4.471319,15.271056,17.5,70.0,0.6735,4504.0,4.713,-1.06,0.53,0.528,297.27222,43.098721,1
2475,10876237,K02960.01,,FALSE POSITIVE,FALSE POSITIVE,1.465943491,0.211,1.513,52.3,1.6,0.0271,88.34,2472.0,6.695679,12.934267,15.8,365.0,0.4213,6230.0,3.847,-0.26,2.19,1.229,297.3176,48.239368,0
2476,12314973,K00279.01,Kepler-450 b,CONFIRMED,CANDIDATE,28.45489091,0.5,8.1593,1420.0,6.08,0.1993,88.82,769.0,36.46606,193.47043,244.7,48.0,0.4957,6206.0,4.159,0.22,1.573,1.305,295.48651,51.0135,1
2477,3346154,K02723.01,,CANDIDATE,CANDIDATE,1.952711161,0.962,0.872,403.0,2.58,0.0308,80.96,1403.0,4.4202523,21.784075,30.7,684.0,0.9188,5741.0,4.495,0.12,0.946,1.02,292.42749,38.472912,1
2478,5308387,K02724.01,,FALSE POSITIVE,FALSE POSITIVE,0.620739667,1.158,2.477,108.0,29.28,0.0154,14.24,2947.0,3.8124278,21.807358,30.8,2156.0,0.9833,6559.0,4.133,-0.18,1.602,1.277,299.50751,40.477428,0
2479,6233573,K02725.01,,FALSE POSITIVE,FALSE POSITIVE,0.587470828,1.161,2.4382,194.0,51.02,0.0147,16.62,3434.0,3.89145,15.010525,48.3,1136.0,0.9771,5787.0,3.678,-0.42,2.667,1.236,299.06491,41.508301,0
2480,10363281,K02726.01,,FALSE POSITIVE,FALSE POSITIVE,0.934924739,0.309,2.052,73.8,2.29,0.0215,84.79,3156.0,4.3747516,23.09775,20.3,1139.0,0.7182,6477.0,3.781,-0.2,2.628,1.519,299.62952,47.479809,0
2481,4861527,K02727.01,,FALSE POSITIVE,FALSE POSITIVE,25.7054557,0.722,6.059,266.0,1.75,0.1734,88.22,670.0,5.8489003,21.014833,27.6,52.0,0.9955,6326.0,4.459,-0.32,1.001,1.047,297.98141,39.900162,0
2482,5775129,K02802.01,Kepler-1691 b,CONFIRMED,CANDIDATE,3.84822189,0.368,2.013,204.0,1.72,0.0495,88.47,1283.0,3.6077783,14.959467,17.6,270.0,0.4894,5927.0,4.323,0.16,1.193,1.094,286.25443,41.02187,1
2483,9898447,K02803.01,,CANDIDATE,CANDIDATE,2.37752442,0.256,2.307,32.1,0.53,0.0351,88.09,1278.0,4.076827,14.03587,15.9,563.0,0.0025,5615.0,4.505,0.24,0.936,1.022,294.86688,46.790562,1
2484,5307568,K02804.01,,FALSE POSITIVE,FALSE POSITIVE,2.62838097,0.087,3.193,89.9,1.01,0.0381,89.21,1375.0,4.143202,13.935052,15.3,517.0,0.6162,5884.0,4.408,0.16,1.07,1.07,299.35519,40.43306,0
2485,11135308,K02805.01,Kepler-1352 b,CONFIRMED,CANDIDATE,1.877878538,0.248,2.39,47.5,0.78,0.03,87.58,1701.0,3.5884647,17.19369,20.6,714.0,0.5329,6324.0,4.352,-0.28,1.115,1.017,290.69373,48.701481,1
2486,2985587,K02807.01,,CANDIDATE,CANDIDATE,3.375716723,0.982,1.5436,176.0,2.34,0.0458,77.4,1472.0,4.1968236,16.681965,20.2,394.0,0.4987,6310.0,4.273,-0.08,1.282,1.122,290.48007,38.136688,1
2487,6521045,K00041.03,Kepler-100 d,CONFIRMED,CANDIDATE,35.3331932,0.656,5.966,99.7,1.55,0.2143,88.92,670.0,6.183318,17.986431,28.8,35.0,0.6739,5788.0,4.122,0.1,1.474,1.05,291.38599,41.990269,1
2488,8077137,K00274.01,Kepler-128 b,CONFIRMED,CANDIDATE,15.0896415,0.02,4.3349,77.8,1.42,0.1231,89.96,968.0,3.9642375,14.985938,29.5,91.0,0.994,6063.0,4.061,-0.1,1.613,1.092,282.49222,43.980209,1
2489,7019524,K02877.01,Kepler-1376 b,CONFIRMED,CANDIDATE,5.30873978,0.173,3.018,128.0,1.08,0.0598,89.26,1042.0,3.5911748,13.079889,16.7,256.0,0.3333,5914.0,4.483,-0.06,0.955,1.011,286.95844,42.541382,1
2490,5106313,K02878.01,Kepler-1694 b,CONFIRMED,CANDIDATE,3.89524296,0.224,1.689,189.0,1.13,0.0449,89.26,956.0,5.312453,13.950386,16.2,279.0,0.7032,5018.0,4.492,0.14,0.838,0.795,293.79358,40.240929,1
2491,9825174,K02880.01,Kepler-1377 b,CONFIRMED,CANDIDATE,0.740926358,0.202,1.0163,196.0,1.22,0.0153,87.91,1873.0,3.589886,14.914763,20.0,1760.0,0.9967,5618.0,4.494,-0.18,0.874,0.87,289.19547,46.651699,1
2492,5642620,K02882.01,,CANDIDATE,CANDIDATE,75.8580035,0.935,5.382,1150.0,2.72,0.3029,88.91,281.0,4.347937,8.4362,16.1,12.0,0.2074,4474.0,4.67,-0.3,0.614,0.645,297.59085,40.81496,1
2493,8429415,K02965.01,,FALSE POSITIVE,FALSE POSITIVE,1.352564873,0.669,3.469,56.7,1.45,0.0247,73.68,2447.0,3.825432,16.116426,34.9,987.0,0.0001,6463.0,3.959,-0.5,1.823,1.103,291.30753,44.457619,0
2494,5014903,K02966.01,,FALSE POSITIVE,FALSE POSITIVE,7.72768833,0.203,2.06,405.0,1.89,0.0752,89.59,899.0,4.6941667,12.786533,14.6,129.0,0.7136,5765.0,4.468,-0.08,0.94,0.946,292.90903,40.152039,0
2495,5980783,K02967.01,,CANDIDATE,CANDIDATE,37.3033197,0.908,7.793,552.0,2.31,0.2082,87.03,493.0,5.313362,17.627789,19.5,30.0,0.7216,5646.0,4.55,-0.28,0.817,0.864,297.19928,41.226429,1
2496,8873090,K02968.01,,CANDIDATE,CANDIDATE,10.16435076,0.915,6.017,37.7,1.99,0.1028,80.45,1389.0,3.4880872,11.836137,18.4,132.0,0.3063,6133.0,3.718,-0.14,2.71,1.401,286.58014,45.163822,1
2497,8560804,K02969.01,,FALSE POSITIVE,FALSE POSITIVE,31.9729501,0.773,9.41,156.0,2.41,0.2157,87.39,757.0,5.99211,23.479935,38.3,43.0,0.8032,6007.0,4.064,0.2,1.759,1.311,292.11945,44.657928,0
2498,12008872,K02729.01,Kepler-1327 b,CONFIRMED,CANDIDATE,14.8877665,0.795,4.981,253.0,1.96,0.1186,86.85,831.0,5.018683,27.454082,28.4,91.0,0.2182,6143.0,4.344,-0.2,1.116,1.001,289.06485,50.460972,1
2499,8415200,K02730.01,Kepler-1328 b,CONFIRMED,CANDIDATE,4.52158614,0.203,3.4702,106.0,1.31,0.0529,88.82,1214.0,4.3940063,22.59492,26.2,292.0,0.9184,5576.0,4.201,0.16,1.289,0.963,284.67538,44.41777,1
2500,4072333,K02731.01,,FALSE POSITIVE,FALSE POSITIVE,2.007750531,0.42,2.0715,352.0,1.64,0.0308,86.51,1319.0,4.07061,18.92589,21.8,528.0,0.9236,5645.0,4.549,0.0,0.865,0.965,295.33014,39.16254,0
2501,9886361,K02732.01,Kepler-403 b,CONFIRMED,CANDIDATE,7.03146295,0.014,5.922,85.4,1.38,0.0779,89.91,1194.0,13.424034,24.501652,33.8,193.0,0.3094,6170.0,4.192,0.24,1.499,1.282,289.92145,46.74456,1
2502,9886361,K02732.03,Kepler-403 c,CONFIRMED,CANDIDATE,54.2811949,0.85,5.517,148.0,2.07,0.3044,88.82,604.0,5.461316,14.710967,20.0,23.0,0.6046,6170.0,4.192,0.24,1.499,1.282,289.92145,46.74456,1
2503,3730335,K02808.01,,FALSE POSITIVE,FALSE POSITIVE,0.596087893,0.283,0.7159,105.0,1.92,0.0148,87.38,2967.0,3.8369935,15.522842,30.3,2240.0,0.6775,6049.0,3.997,0.08,1.827,1.209,285.91943,38.871815,0
2504,6528464,K00270.01,Kepler-449 b,CONFIRMED,CANDIDATE,12.58229808,0.044,6.375,119.0,1.53,0.1027,89.83,917.0,11.052533,40.89956,62.1,106.0,0.2984,5587.0,4.091,-0.1,1.423,0.911,293.73282,41.900829,1
2505,7428316,K02809.01,,FALSE POSITIVE,FALSE POSITIVE,7.12684695,0.71,3.179,206.0,1.38,0.0721,86.72,941.0,8.983685,18.954397,20.7,93.0,0.488,6050.0,4.525,-0.3,0.896,0.979,285.98483,43.090912,0
2506,10275766,K02810.01,,FALSE POSITIVE,FALSE POSITIVE,0.661749944,1.169,4.112,216.0,23.92,0.0161,12.16,2420.0,4.9142947,17.581469,34.5,2025.0,0.7825,6363.0,4.386,0.21,1.198,1.273,292.5448,47.37191,0
2508,6370120,K02811.01,,FALSE POSITIVE,FALSE POSITIVE,1.35477049,0.24,1.618,145.0,0.8,0.0215,87.82,1102.0,4.2310324,10.508393,14.8,988.0,0.7506,4414.0,4.621,0.2,0.689,0.723,293.72894,41.70121,0
2509,5642620,K02882.02,,FALSE POSITIVE,FALSE POSITIVE,0.493393859,0.961,1.1319,265.0,1.4,0.0106,50.52,1505.0,4.6631017,11.975768,20.3,874.0,0.5078,4474.0,4.67,-0.3,0.614,0.645,297.59085,40.81496,0
2510,5209845,K02883.01,Kepler-1378 b,CONFIRMED,CANDIDATE,11.95401876,0.744,2.656,856.0,2.1,0.0885,88.26,525.0,4.431414,16.68764,19.3,97.0,0.9643,4359.0,4.611,-0.06,0.659,0.648,297.37332,40.366402,1
2511,9652649,K02884.01,,FALSE POSITIVE,FALSE POSITIVE,2.48883033,0.696,4.268,51.4,0.64,0.0338,77.98,1230.0,3.3046384,12.935536,15.1,546.0,0.3109,5615.0,4.514,-0.32,0.833,0.827,293.25812,46.305729,0
2512,11100670,K02885.01,,FALSE POSITIVE,FALSE POSITIVE,20.2340219,0.249,3.674,194.0,0.99,0.1338,89.66,562.0,3.9220324,10.149327,11.5,32.0,0.975,5528.0,4.627,-0.56,0.71,0.788,298.76404,48.64492,0
2513,6129524,K02886.01,Kepler-1379 b,CONFIRMED,CANDIDATE,0.88184263,0.454,1.3117,250.0,1.24,0.0171,84.47,1564.0,3.6739264,16.162954,21.2,1287.0,0.1678,5268.0,4.594,-0.06,0.776,0.871,293.67047,41.410252,1
2514,5794570,K02675.01,Kepler-1312 b,CONFIRMED,CANDIDATE,5.448321078,0.614,2.2213,529.0,2.17,0.0603,87.71,978.0,12.365793,93.57049,55.1,245.0,0.5034,5721.0,4.517,0.02,0.905,0.983,292.97125,41.03577,1
2515,5794570,K02675.02,,CANDIDATE,CANDIDATE,1.116127169,0.648,1.3235,109.0,1.0,0.0209,82.64,1659.0,4.2641172,34.72288,19.2,1137.0,0.9986,5721.0,4.517,0.02,0.905,0.983,292.97125,41.03577,1
2516,5649325,K02676.01,,FALSE POSITIVE,FALSE POSITIVE,195.613824,0.891,23.777,1650.0,10.65,0.7088,88.51,467.0,34.701183,67.36205,102.7,7.0,0.0,5970.0,3.835,-0.12,2.229,1.239,298.98038,40.87204,0
2517,9958387,K02677.01,,CANDIDATE,CANDIDATE,237.787237,0.947,10.509,1630.0,9.91,0.7713,89.3,354.0,38.962208,85.03827,92.3,6.0,0.4892,5185.0,3.936,0.34,1.853,1.08,294.75769,46.83112,1
2518,6779260,K02678.01,Kepler-1313 b,CONFIRMED,CANDIDATE,3.833087643,0.932,1.51,461.0,2.25,0.046,83.58,1012.0,13.247334,112.07767,40.2,350.0,0.9645,5397.0,4.543,-0.02,0.831,0.878,292.38855,42.233261,1
2519,11807274,K00262.02,Kepler-50 c,CONFIRMED,CANDIDATE,9.37663713,0.828,2.1033,118.0,1.89,0.0922,87.6,1125.0,6.4065804,36.910233,21.0,143.0,0.2431,6237.0,4.136,0.0,1.543,1.187,288.10086,50.033718,1
2520,5953297,K02733.01,Kepler-1688 b,CONFIRMED,CANDIDATE,5.62006198,0.969,2.751,190.0,1.45,0.0577,78.72,772.0,3.7169566,20.757442,17.4,238.0,0.5954,4868.0,4.6,0.14,0.746,0.814,289.55301,41.297852,1
2521,7659389,K02734.01,,CANDIDATE,CANDIDATE,3.8259005,0.951,1.8057,857.0,3.45,0.0465,81.86,1005.0,3.6912012,21.325459,20.3,298.0,0.2835,5223.0,4.505,0.32,0.885,0.913,281.04916,43.322601,1
2522,9472074,K02735.01,,CANDIDATE,CANDIDATE,0.558841234,0.307,0.7918,281.0,1.33,0.0128,86.65,1787.0,3.7055104,21.301277,26.3,2391.0,0.5808,5151.0,4.592,0.21,0.792,0.903,294.59656,46.048302,1
2523,10842192,K02736.01,Kepler-1329 b,CONFIRMED,CANDIDATE,9.33648141,0.901,2.5449,885.0,2.39,0.0747,86.38,577.0,4.7771893,20.102623,23.1,148.0,0.4671,4442.0,4.619,-0.2,0.648,0.637,281.64774,48.271049,1
2524,2442448,K02812.01,Kepler-1354 b,CONFIRMED,CANDIDATE,76.6139446,0.851,10.22,499.0,2.61,0.3521,88.5,466.0,8.36785,22.447142,28.6,18.0,0.0713,6173.0,4.408,-0.28,1.03,0.988,291.24518,37.75906,1
2525,11197853,K02813.01,,CANDIDATE,CANDIDATE,0.698461304,0.459,0.7887,134.0,14.81,0.02,85.71,5173.0,3.9703958,17.340601,16.1,1908.0,0.9727,4676.0,2.577,0.26,12.558,2.17,295.34222,48.856152,1
2526,9665922,K02815.01,,FALSE POSITIVE,FALSE POSITIVE,1.545388842,0.341,3.037,52.8,0.56,0.0247,84.77,1421.0,3.907181,15.39199,20.6,691.0,0.836,5782.0,4.594,-0.5,0.767,0.869,297.86011,46.386261,0
2527,11283615,K02816.01,Kepler-1355 b,CONFIRMED,CANDIDATE,1.289590179,0.401,1.3541,286.0,1.38,0.0224,86.63,1448.0,3.6263669,14.052365,18.9,833.0,0.5945,5467.0,4.578,-0.08,0.808,0.906,283.74142,49.067982,1
2528,7605093,K02817.01,Kepler-1356 b,CONFIRMED,CANDIDATE,0.634003002,0.367,0.9207,317.0,1.35,0.0136,85.82,1714.0,3.1423433,14.549766,21.0,1013.0,0.1623,5226.0,4.606,-0.16,0.75,0.84,290.99536,43.243938,1
2529,3859363,K02887.01,,FALSE POSITIVE,FALSE POSITIVE,1.56859048,1.198,11.591,281.0,23.41,0.0266,11.22,1693.0,4.4989796,16.992588,43.3,683.0,0.0643,6248.0,4.442,-0.3,1.002,1.008,293.81381,38.926201,0
2530,8077137,K00274.02,Kepler-128 c,CONFIRMED,CANDIDATE,22.8030252,0.291,4.768,62.9,1.29,0.1622,89.53,843.0,4.0946345,9.996313,20.4,58.0,0.0252,6063.0,4.061,-0.1,1.613,1.092,282.49222,43.980209,1
2531,12023078,K02888.01,,FALSE POSITIVE,FALSE POSITIVE,0.623441939,1.027,1.4053,128.0,13.89,0.0156,32.41,3219.0,3.620935,17.20829,40.6,2140.0,0.9877,5385.0,3.639,-0.26,2.871,1.309,296.58734,50.490761,0
2532,6364162,K02889.01,,FALSE POSITIVE,FALSE POSITIVE,5.24364571,1.201,16.984,270.0,25.01,0.0598,21.46,1149.0,5.006513,27.292582,45.6,265.0,0.5986,6197.0,4.406,-0.16,1.056,1.032,291.85898,41.728489,0
2533,7463685,K02890.01,,CANDIDATE,CANDIDATE,8.98826122,0.92,4.96,161.0,1.39,0.0845,81.14,864.0,3.4913976,13.621252,14.5,148.0,0.8123,5984.0,4.521,-0.2,0.906,0.993,296.74643,43.045441,1
2534,6716021,K02679.01,,CANDIDATE,CANDIDATE,110.7556272,0.917,6.819,8070.0,29.64,0.5211,89.31,651.0,35.02684,93.85304,48.5,11.0,0.672,6525.0,3.772,-0.16,2.668,1.536,297.84125,42.118252,1
2535,11231334,K00258.01,,FALSE POSITIVE,FALSE POSITIVE,4.15743922,1.242,9.572,1470.0,96.99,0.0595,41.16,2089.0,14.048782,129.1609,52.5,254.0,0.7784,6529.0,3.657,-0.06,3.131,1.623,284.54184,48.961281,0
2536,8326342,K02680.01,,CANDIDATE,CANDIDATE,14.4079035,1.226,2.524,3060.0,23.4,0.1077,86.12,624.0,15.610115,99.980515,7.7,91.0,0.5391,5440.0,4.617,-0.4,0.728,0.814,299.7915,44.281231,1
2537,6878240,K02681.01,Kepler-397 c,CONFIRMED,CANDIDATE,135.4978256,0.804,6.769,5040.0,6.01,0.4756,89.58,295.0,27.842842,70.36768,73.2,10.0,0.738,5307.0,4.572,-0.28,0.757,0.782,295.8941,42.380451,1
2538,6878240,K02681.02,Kepler-397 b,CONFIRMED,CANDIDATE,22.2508509,0.771,1.745,619.0,2.07,0.1426,89.33,539.0,3.910539,10.535818,11.4,59.0,0.8912,5307.0,4.572,-0.28,0.757,0.782,295.8941,42.380451,1
2539,2436378,K02682.01,,FALSE POSITIVE,FALSE POSITIVE,8.53161917,1.118,2.9596,65700.0,54.6,0.0819,87.1,891.0,15.51246,90.877716,86.1,89.0,0.2617,5780.0,4.438,0.0,1.0,1.0,290.14175,37.741367,0
2540,6614629,K02737.01,,FALSE POSITIVE,FALSE POSITIVE,0.526615152,0.028,1.0582,64.0,1.46,0.0133,89.59,2959.0,3.7216759,24.76136,40.9,2540.0,0.9917,5718.0,3.966,0.12,1.832,1.131,294.25339,42.062382,0
2541,6630943,K02738.01,,FALSE POSITIVE,FALSE POSITIVE,0.690405794,0.281,1.7407,178.0,1.04,0.0138,84.65,1731.0,4.1105533,24.335619,43.0,1941.0,0.9293,5204.0,4.515,-0.26,0.786,0.736,298.03104,42.052479,0
2542,4831728,K02739.01,Kepler-1330 b,CONFIRMED,CANDIDATE,10.10773789,0.151,3.828,295.0,1.98,0.0889,89.57,879.0,4.324289,20.872898,25.3,136.0,0.0427,5480.0,4.26,0.16,1.174,0.915,290.57672,39.95689,1
2543,4831728,K02739.02,,CANDIDATE,CANDIDATE,7.0956395,0.06,3.465,108.0,1.2,0.0702,89.78,989.0,2.779918,8.079639,10.5,182.0,0.1386,5480.0,4.26,0.16,1.174,0.915,290.57672,39.95689,1
2544,3336765,K02740.01,,FALSE POSITIVE,FALSE POSITIVE,1.844857057,0.594,1.6557,85.6,0.97,0.0288,85.12,1601.0,4.509214,18.118322,21.5,723.0,0.1068,6143.0,4.403,-0.44,1.004,0.931,289.95581,38.463631,0
2545,4270565,K02819.01,,FALSE POSITIVE,FALSE POSITIVE,18.0116764,0.683,6.006,417.0,2.02,0.1354,87.75,695.0,13.886103,20.880728,23.3,60.0,0.686,6003.0,4.507,-0.14,0.932,1.019,293.60394,39.388599,0
2546,6528464,K00270.02,Kepler-449 c,CONFIRMED,CANDIDATE,33.67280658,0.309,8.2267,171.0,1.86,0.1979,89.41,661.0,9.500748,35.388733,61.2,36.0,0.5309,5587.0,4.091,-0.1,1.423,0.911,293.73282,41.900829,1
2547,11963206,K02820.01,Kepler-1357 b,CONFIRMED,CANDIDATE,3.00912491,0.009,2.228,191.0,1.22,0.041,89.95,1177.0,3.6247013,14.820099,16.5,447.0,0.5198,5713.0,4.541,0.07,0.893,1.01,291.5481,50.35331,1
2548,4249611,K02821.01,,CANDIDATE,CANDIDATE,79.2450351,0.001,5.382,1350.0,3.33,0.3479,90.0,404.0,5.9018903,12.376152,14.4,15.0,0.1951,5648.0,4.464,-0.12,0.917,0.892,287.84833,39.358429,1
2549,8263545,K02822.01,,CANDIDATE,CANDIDATE,4.44589508,0.704,2.3816,441.0,1.94,0.0521,86.18,1063.0,4.1040664,18.886185,20.9,253.0,0.9443,5918.0,4.544,-0.26,0.865,0.956,300.73239,44.107059,1
2550,10068024,K02891.01,,FALSE POSITIVE,FALSE POSITIVE,2.023126394,0.391,1.2771,72.2,0.92,0.0321,88.01,1607.0,4.4062033,16.178293,19.2,656.0,0.9813,6349.0,4.422,-0.22,1.059,1.077,288.84711,47.022911,0
2551,9636563,K02892.01,,FALSE POSITIVE,FALSE POSITIVE,10.63609504,0.029,3.48,291.0,1.36,0.0914,89.93,728.0,7.027268,17.478907,20.9,126.0,0.6458,5546.0,4.575,-0.14,0.81,0.907,285.33636,46.31237,0
2552,6937402,K02894.01,Kepler-1380 b,CONFIRMED,CANDIDATE,10.3108232,0.129,5.617,204.0,1.27,0.0917,89.47,786.0,3.7916555,12.924781,14.0,131.0,0.8971,5708.0,4.521,-0.02,0.893,0.967,288.11606,42.440418,1
2553,5475641,K02895.01,,FALSE POSITIVE,FALSE POSITIVE,1.069842837,0.001,5.275,540.0,1.77,0.0186,89.95,1433.0,5.416059,11.181599,65.2,1258.0,0.9383,4999.0,4.523,-0.04,0.786,0.752,298.55927,40.604858,0
2554,2853828,K02896.01,,FALSE POSITIVE,FALSE POSITIVE,1.077467951,1.181,2.1125,75.7,31.06,0.0215,23.59,2339.0,8.155228,23.41395,47.4,1238.0,0.9226,6329.0,4.137,-0.12,1.508,1.135,291.74017,38.014912,0
2555,7899070,K02683.01,,CANDIDATE,CANDIDATE,126.4451275,0.046,16.7151,3250.0,4.49,0.4725,89.96,321.0,30.471027,71.43152,110.9,11.0,0.7811,5613.0,4.581,-0.26,0.795,0.888,294.53934,43.60778,1
