rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec
866,3732821,K01207.01,Kepler-790 b,CONFIRMED,CANDIDATE,13.73474071,0.941,2.769,7.46E+02,2.71,0.101,86.64,634,5.1127725,26.276468,31,99,0.1182,5196,4.524,-0.3,0.772,0.726,286.91711,38.872219
867,3962440,K01208.01,,CANDIDATE,CANDIDATE,700.0029822,0.143,7.6525,3.25E+03,6.43,1.6115,89.95,238,,,60.3,,,6487,4.397,-0.22,1.118,1.136,293.61877,39.022572
868,3534076,K01209.01,,CANDIDATE,CANDIDATE,272.0868353,0.3629,2.7145,5.57E+03,5.95,0.7652,89.95,251,,,21.5,,,5587,4.548,-0.4,0.791,0.806,288.31436,38.693291
869,3962357,K01210.01,Kepler-791 b,CONFIRMED,CANDIDATE,14.55387488,0.955,6.973,3.20E+02,3.45,0.1256,80.57,939,5.1334195,21.42414,26.8,75,0.4522,6143,4.177,0.14,1.507,1.246,293.59583,39.02948
870,9110357,K00016.01,,FALSE POSITIVE,FALSE POSITIVE,0.895277575,0.928,2.711,5.35E+02,9.27,0.0231,50.55,4253,49.070526,202.25903,132.1,1499,0.0789,8040,3.707,-0.08,3.325,2.053,298.34421,45.40992
871,8394721,K00152.04,Kepler-79 e,CONFIRMED,CANDIDATE,81.0637895,0.584,3.001,4.76E+02,3.01,0.379,89.81,511,5.0436325,12.769576,19.4,17,0.1192,6198,4.237,-0.04,1.324,1.101,300.51712,44.38158
872,8609450,K01278.01,Kepler-282 d,CONFIRMED,CANDIDATE,24.8056775,0.007,6.148,6.24E+02,2.16,0.154,89.99,588,6.770865,32.728817,39.4,52,0.6348,5600,4.455,-0.36,0.872,0.793,284.67728,44.79768
873,6541920,K00157.01,Kepler-11 c,CONFIRMED,CANDIDATE,13.02493307,0.004,4.5706,7.78E+02,2.88,0.1055,89.99,786,17.771702,94.94626,119.3,99,0.4705,5657,4.364,0,1.046,0.921,297.11511,41.909142
874,8609450,K01278.02,Kepler-282 e,CONFIRMED,CANDIDATE,44.3471936,0.273,6.43,7.92E+02,2.45,0.2269,89.7,484,8.786249,31.948462,40.5,33,0.2235,5600,4.455,-0.36,0.872,0.793,284.67728,44.79768
875,8609450,K01278.03,Kepler-282 b,CONFIRMED,CANDIDATE,9.2207691,0.037,4.907,1.40E+02,1.02,0.0796,89.85,817,3.6763635,11.264972,13.2,137,0.2797,5600,4.455,-0.36,0.872,0.793,284.67728,44.79768
876,8609450,K01278.04,Kepler-282 c,CONFIRMED,CANDIDATE,13.6396648,0.105,5.425,1.63E+02,1.1,0.1034,89.69,717,4.0561986,11.99926,13.3,96,0.8593,5600,4.455,-0.36,0.872,0.793,284.67728,44.79768
877,4243911,K01337.01,Kepler-821 b,CONFIRMED,CANDIDATE,1.922799706,0.036,1.8604,2.60E+02,1.28,0.029,89.74,1215,3.8570523,24.998684,30.1,700,0.6009,5194,4.559,0.14,0.815,0.879,285.61746,39.379532
878,4466677,K01338.01,Kepler-822 b,CONFIRMED,CANDIDATE,3.222975318,0.33,2.9247,2.33E+02,1.47,0.0412,87.67,1239,4.374672,26.349789,31.3,413,0.6705,5823,4.427,-0.24,0.96,0.899,292.27612,39.550179
879,4466677,K01338.02,,CANDIDATE,CANDIDATE,42.0370662,0.672,6.282,2.67E+02,1.66,0.2285,89.01,527,4.255258,12.082628,14.7,30,0.6855,5823,4.427,-0.24,0.96,0.899,292.27612,39.550179
880,4466677,K01338.03,,CANDIDATE,CANDIDATE,21.0112068,0.853,4.507,1.64E+02,1.4,0.1439,87.5,663,3.4636204,7.701652,10.2,56,0.9828,5823,4.427,-0.24,0.96,0.899,292.27612,39.550179
881,4135665,K01339.01,Kepler-823 b,CONFIRMED,CANDIDATE,4.16811839,0.709,2.8084,2.63E+02,2.28,0.0507,85.09,1277,4.0712295,22.689085,26.7,324,0.397,5689,4.202,0.14,1.313,1,284.58255,39.220211
882,9269281,K01398.01,,CANDIDATE,CANDIDATE,5.82348911,0.877,2.2441,8.89E+02,3,0.0615,85.35,955,5.18657,33.193825,38.1,195,0.276,5774,4.526,-0.22,0.864,0.916,285.96786,45.739071
883,9100484,K01399.01,,CANDIDATE,CANDIDATE,8.75059775,0.33,2.8288,8.82E+02,2.27,0.0797,89.18,682,5.0241203,23.673973,28.3,127,0.9018,4942,4.599,0.36,0.779,0.884,295.76083,45.45739
884,9157908,K01400.01,,FALSE POSITIVE,FALSE POSITIVE,9.41475056,1.148,4.736,4.83E+02,19.33,0.0891,72.08,962,18.70901,67.89688,55.2,148,0.7452,6406,4.436,-0.34,1.033,1.061,293.17416,45.521229
885,9030447,K01401.01,,FALSE POSITIVE,FALSE POSITIVE,0.56669006,0.7102,2.1674,1.05E+02,1.52,0.0147,64.74,2955,,,53.8,,,6899,4.273,-0.16,1.386,1.321,294.79001,45.391621
886,9034103,K01402.01,Kepler-832 b,CONFIRMED,CANDIDATE,7.13969705,0.027,3.981,5.13E+02,2.24,0.075,89.89,965,4.504234,24.798525,27.8,186,0.8873,6014,4.486,0.07,0.993,1.101,295.92609,45.383862
887,9214942,K01403.01,Kepler-833 b,CONFIRMED,CANDIDATE,18.75470238,0.034,3.0331,9.95E+02,1.67,0.1139,89.96,382,5.7636924,26.414825,33.2,71,0.1122,3976,4.721,-0.2,0.54,0.559,290.47995,45.6007
888,3858704,K01211.01,,FALSE POSITIVE,FALSE POSITIVE,3.00363219,0.727,3.732,1.01E+02,1.43,0.0414,80.46,1571,6.0075073,30.406467,38.5,361,0.1567,6309,4.217,-0.28,1.32,1.046,293.64841,38.976021
889,3749134,K01212.01,Kepler-792 b,CONFIRMED,CANDIDATE,11.30123036,0.117,4.022,2.77E+02,1.85,0.0988,89.69,852,3.6112437,15.954517,18.5,117,0.1431,5730,4.34,0.16,1.122,1.005,292.00681,38.820728
890,3556220,K01213.01,,FALSE POSITIVE,FALSE POSITIVE,0.796722833,0.601,2.4551,1.07E+02,1.44,0.016,73.79,2401,3.7917356,19.094875,43.9,1352,0.9478,5959,4.121,-0.54,1.334,0.858,294.35049,38.602131
891,3660924,K01214.01,Kepler-793 b,CONFIRMED,CANDIDATE,4.24153629,0.257,2.971,1.88E+02,1.44,0.0491,88.62,1177,3.8440263,14.714512,18,249,0.8851,5776,4.34,-0.24,1.047,0.875,295.21664,38.77433
892,3939150,K01215.01,Kepler-277 b,CONFIRMED,CANDIDATE,17.32419108,0.764,8.045,2.41E+02,3.14,0.1385,86.03,964,12.668716,37.068684,49.1,78,0.6412,5968,3.972,0.04,1.857,1.179,286.58316,39.077202
893,8628758,K01279.01,Kepler-804 b,CONFIRMED,CANDIDATE,14.37457572,0.035,4.7892,3.36E+02,1.94,0.1137,89.91,779,6.8020535,42.90383,55.2,95,0.5121,5768,4.358,-0.04,1.067,0.946,293.37225,44.785141
894,8628758,K01279.02,Kepler-804 c,CONFIRMED,CANDIDATE,9.65188331,0.122,4.296,1.03E+02,1.08,0.0872,89.59,890,4.4596972,16.245525,19.8,138,0.7969,5768,4.358,-0.04,1.067,0.946,293.37225,44.785141
895,8509361,K01280.01,,FALSE POSITIVE,FALSE POSITIVE,6.0990118,0.688,3.6112,2.28E+02,3.16,0.067,85.92,1374,6.104798,31.30928,39.3,222,0.3275,5743,3.881,-0.2,1.971,1.077,296.71735,44.579659
896,8742590,K01281.01,,CANDIDATE,CANDIDATE,49.4781446,0.048,2.493,4.97E+02,1.88,0.2587,89.98,462,5.6135216,17.370657,20.4,28,0.6312,5776,4.554,-0.18,0.849,0.939,286.96683,44.992489
897,8822366,K01282.01,Kepler-805 b,CONFIRMED,CANDIDATE,30.8639476,0.907,8.864,2.57E+02,3.01,0.1978,85.76,743,9.325203,43.234566,63,47,0.44,5977,4.08,-0.04,1.571,1.081,293.22995,45.05331
898,8972058,K00159.02,Kepler-115 b,CONFIRMED,CANDIDATE,2.403640701,0.918,1.4012,7.49E+01,1.24,0.0355,80.55,1489,3.4888303,15.105959,16.3,524,0.4825,5881,4.315,0.07,1.171,1.032,297.71185,45.261921
899,4386059,K01340.01,,FALSE POSITIVE,FALSE POSITIVE,2.90060781,0.47,2.563,1.25E+02,1.58,0.0423,86.53,1645,4.6084204,18.182915,20.6,357,0.1407,6547,4.241,-0.2,1.371,1.198,296.43408,39.444069
900,4650674,K01341.01,Kepler-824 b,CONFIRMED,CANDIDATE,4.51436096,0.118,3.0083,2.31E+02,1.84,0.055,89.42,1231,4.3167586,24.762657,28.4,295,0.374,5940,4.306,0.12,1.215,1.091,290.47742,39.73201
901,4275721,K01342.01,Kepler-825 b,CONFIRMED,CANDIDATE,3.77359871,0,2.7282,1.76E+02,1.29,0.0453,90,1270,3.7542937,21.186813,25.6,290,0.518,6224,4.404,-0.72,0.969,0.868,294.7699,39.39851
902,4275721,K01342.02,Kepler-825 c,CONFIRMED,CANDIDATE,8.18182189,0.655,2.4566,3.00E+02,1.77,0.0759,88.11,981,4.6337056,21.606169,27.4,125,0.1856,6224,4.404,-0.72,0.969,0.868,294.7699,39.39851
903,8874090,K01404.01,Kepler-834 b,CONFIRMED,CANDIDATE,13.32389352,0.073,3.2208,7.81E+02,1.26,0.0862,89.87,378,4.5046043,21.387459,25.9,102,0.1702,3751,4.813,-0.24,0.45,0.479,287.05453,45.18037
904,11666881,K00167.01,Kepler-480 b,CONFIRMED,CANDIDATE,4.919584997,0.243,4.1988,4.26E+02,2.86,0.0605,88.43,1312,10.438369,85.9939,132,272,0.4412,6236,4.246,0.12,1.378,1.224,294.4639,49.765041
905,9264949,K01405.01,Kepler-835 b,CONFIRMED,CANDIDATE,11.41911886,0.947,5.135,5.09E+02,3.32,0.107,81.99,921,4.5565133,21.22158,23.7,117,0.0057,6311,4.398,0.21,1.172,1.253,283.57422,45.734798
906,9271752,K01406.01,Kepler-836 b,CONFIRMED,CANDIDATE,11.36113254,0.734,4.1886,5.70E+02,2.6,0.1013,87.16,869,7.1512623,47.52569,57,118,0.3614,6244,4.46,-0.2,1.009,1.069,287.45279,45.704399
907,9007866,K01407.01,,FALSE POSITIVE,FALSE POSITIVE,1.3866358,0.3783,4.77,7.01E+01,0.72,0.0239,80.21,1503,,,6.8,,,5693,4.551,-0.08,0.856,0.95,285.98865,45.377811
908,9150827,K01408.01,,CANDIDATE,CANDIDATE,14.53410833,0.766,3.3094,5.11E+02,1.36,0.0956,88.07,420,5.8122826,25.620432,32.5,93,0.6231,3957,4.693,-0.16,0.553,0.551,290.29456,45.56461
909,3939150,K01215.02,Kepler-277 c,CONFIRMED,CANDIDATE,33.0063185,0.39,7.118,2.78E+02,3.13,0.2129,89.33,778,7.081451,29.75981,38.2,38,0.8242,5968,3.972,0.04,1.857,1.179,286.58316,39.077202
910,3839488,K01216.01,Kepler-794 b,CONFIRMED,CANDIDATE,11.13127159,0.01,4.2372,2.11E+02,2.06,0.1036,89.97,952,5.304454,29.527637,36.8,123,0.0876,5800,4.202,0.4,1.435,1.195,288.1337,38.99688
911,3542588,K01217.01,,FALSE POSITIVE,FALSE POSITIVE,3.47143963,0.719,3.663,9.98E+01,1.19,0.0471,82.04,1358,6.8012815,23.218267,27.5,381,0.3186,6341,4.409,-0.06,1.111,1.154,290.86142,38.641129
912,3442055,K01218.01,Kepler-795 A b,CONFIRMED,CANDIDATE,29.6193891,0.046,4.9595,3.15E+02,1.74,0.1817,89.94,580,8.174791,36.15261,42.5,46,0.9765,5618,4.401,0,0.996,0.911,291.01904,38.54557
913,3440861,K01219.01,,FALSE POSITIVE,FALSE POSITIVE,3.50376155,,3.16,,,,,,,,,,,,,,,,290.66681,38.568329
914,12252424,K00153.01,Kepler-113 c,CONFIRMED,CANDIDATE,8.925079516,0.74,2.6766,9.78E+02,2.36,0.0763,87.69,628,16.532843,122.09825,135.8,140,0.7416,4728,4.628,0.04,0.693,0.768,287.99789,50.944328
915,8700771,K01283.01,Kepler-806 b,CONFIRMED,CANDIDATE,8.0922105,0.951,5.7696,6.53E+01,1.44,0.0764,75.28,1089,4.611766,27.057947,37.5,168,0.2432,5774,4.106,-0.26,1.395,0.907,296.00711,44.853474
916,10960993,K01284.01,,FALSE POSITIVE,FALSE POSITIVE,3.117087797,1.255,3.06941,1.22E+04,88.51,0.0471,75.25,1842,233.25237,2983.6934,441.7,861,0,6338,3.973,0.08,2.046,1.434,283.31592,48.404873
917,6541920,K00157.02,Kepler-11 d,CONFIRMED,CANDIDATE,22.687155,0.023,5.4921,9.60E+02,3.2,0.1528,89.96,653,19.658617,93.95543,122.8,57,0.0093,5657,4.364,0,1.046,0.921,297.11511,41.909142
918,10599397,K01285.01,,FALSE POSITIVE,FALSE POSITIVE,0.937406378,0.8735,1.9515,5.08E+03,7.09,0.0179,69.33,1659,11.144157,10.726373,138.9,1419,,5480,4.529,-0.08,0.843,0.876,291.63699,47.83234
919,10879208,K01286.01,,FALSE POSITIVE,FALSE POSITIVE,0.668483615,1.269,2.0909,2.90E+03,29.53,0.0145,39.03,1832,16.776962,64.95317,161.2,766,0.9588,5546,4.575,-0.14,0.81,0.907,298.25803,48.217361
920,10843203,K01287.01,,FALSE POSITIVE,FALSE POSITIVE,4.429633087,1.264,3.0257,6.12E+03,32.12,0.0498,77.56,950,26.424343,189.43683,166.3,251,0.9876,5344,4.545,-0.1,0.809,0.837,282.23273,48.271198
921,4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,1.544927524,0.533,1.0134,1.39E+02,1.39,0.0264,86.95,1824,4.539048,20.48621,25.4,692,0.9041,6309,4.34,-0.26,1.132,1.018,294.18967,39.617119
922,4136466,K01344.01,Kepler-826 b,CONFIRMED,CANDIDATE,4.48758768,0.532,2.874,1.12E+02,1.37,0.0528,87.03,1305,4.3598666,22.847801,25.9,300,0.4353,6060,4.227,-0.26,1.257,0.972,284.86014,39.240551
923,7284688,K01345.01,,FALSE POSITIVE,FALSE POSITIVE,0.323021692,1.1083,2.3442,4.71E+04,46.4,0.0087,45.26,2545,,,520.6,,,5458,4.381,-0.08,0.972,0.828,292.63,42.829338
924,7199774,K01346.01,,FALSE POSITIVE,FALSE POSITIVE,4.70818628,1.082,3.278,5.65E+04,42.99,0.0548,84.08,1046,566.798,5284.718,24.7,281,-1,5868,4.53,-0.12,0.894,0.987,291.61008,42.759762
925,7037540,K01347.01,,FALSE POSITIVE,FALSE POSITIVE,14.40585744,0.001,5.48509,3.04E+04,23.42,0.1174,90,888,356.06284,2348.2366,2294.1,79,0.9844,5945,4.196,-0.02,1.346,1.039,293.02036,42.508835
926,6866228,K01348.01,,FALSE POSITIVE,FALSE POSITIVE,7.702374154,3.346,3.8459,1.84E+04,225.25,0.0744,77.38,825,91.78698,787.046,157.2,173,0.4045,5598,4.565,-0.1,0.83,0.928,292.7399,42.359402
927,9391208,K01409.01,Kepler-837 b,CONFIRMED,CANDIDATE,16.56062577,0.96,2.611,7.01E+02,2.94,0.1144,86.99,701,5.191038,25.015602,30.8,82,0.7112,5818,4.436,-0.82,0.855,0.727,285.24667,45.950191
928,9391506,K01410.01,Kepler-838 b,CONFIRMED,CANDIDATE,15.74958583,0.637,4.6672,6.60E+02,2.77,0.1266,88.24,777,7.0649343,36.716682,42.6,85,0.1552,6191,4.454,-0.1,1.025,1.088,285.43552,45.976021
929,8950853,K01412.01,Kepler-839 b,CONFIRMED,CANDIDATE,37.8145252,0.845,9.109,4.13E+02,3.04,0.2341,87.34,626,9.57358,38.693222,57.9,37,0.0391,5988,4.278,0.34,1.314,1.196,291.07468,45.24258
930,9006449,K01413.01,Kepler-295 b,CONFIRMED,CANDIDATE,12.64504291,0.931,9.117,2.00E+02,1.55,0.0987,77.82,741,4.2870154,22.816101,32.7,110,0.9239,5607,4.447,-0.34,0.886,0.8,285.34583,45.367779
931,9006449,K01413.02,Kepler-295 c,CONFIRMED,CANDIDATE,21.5262958,0.804,8.392,1.90E+02,1.36,0.1408,86.2,621,5.2418075,16.619741,23.4,61,0.7363,5607,4.447,-0.34,0.886,0.8,285.34583,45.367779
932,9006449,K01413.03,Kepler-295 d,CONFIRMED,CANDIDATE,33.8845825,0.961,6.538,2.24E+02,1.74,0.1905,85.87,533,4.010272,12.932612,17.2,36,0.202,5607,4.447,-0.34,0.886,0.8,285.34583,45.367779
933,4043190,K01220.01,Kepler-796 b,CONFIRMED,CANDIDATE,6.40087137,0.861,2.5561,1.34E+02,1.91,0.0662,85.17,1109,4.1810236,19.20714,24.4,207,0.7553,5426,4.107,0.16,1.421,0.943,287.30786,39.14473
934,3640905,K01221.01,Kepler-278 b,CONFIRMED,CANDIDATE,30.1599411,0.802,7.874,1.76E+02,4.54,0.213,87.47,836,4.9868255,18.599192,32.3,44,0.3745,5010,3.62,0.24,3.051,1.414,290.10718,38.702229
935,3640905,K01221.02,Kepler-278 c,CONFIRMED,CANDIDATE,51.0771048,0.498,11.233,1.42E+02,3.66,0.3027,89.07,702,5.042655,13.911419,24.1,24,0.4778,5010,3.62,0.24,3.051,1.414,290.10718,38.702229
936,4060815,K01222.01,,FALSE POSITIVE,FALSE POSITIVE,4.2856756,0.5445,4.059,3.14E+01,2.13,0.0579,85.37,1790,,,8.3,,,5055,3.443,-0.07,3.733,1.429,292.4968,39.193169
937,6613006,K01223.01,,FALSE POSITIVE,FALSE POSITIVE,7.388833611,0.799,5.62857,1.31E+04,10.66,0.0724,84.17,877,279.18008,2522.4429,1509.3,184,0.2773,5845,4.558,-0.28,0.838,0.926,293.8129,42.04871
938,6606653,K01224.01,,FALSE POSITIVE,FALSE POSITIVE,2.698021895,1.3,23.192,6.72E+03,52.51,0.0406,23.5,1582,161.48936,2053.0015,647.1,505,0.9151,6568,4.36,-0.06,1.211,1.229,291.98694,42.037651
939,10790387,K01288.01,Kepler-807 b,CONFIRMED,CANDIDATE,117.931108,0.615,5.8796,8.51E+03,10.36,0.4884,89.74,418,74.1955,200.66483,212.5,11,0.6734,6392,4.425,-0.2,1.072,1.116,289.02017,48.119808
940,10748393,K01289.01,,FALSE POSITIVE,FALSE POSITIVE,4.887806806,0.561,2.4078,4.68E+03,5.71,0.0524,87.71,918,22.227364,138.00688,116.1,175,0.0014,5284,4.523,-0.12,0.812,0.804,297.71039,48.083832
941,10874226,K01290.01,,FALSE POSITIVE,FALSE POSITIVE,11.97360504,1.3,4.3117,3.82E+03,38.2,0.1031,81.97,820,23.483553,168.28168,172.9,91,0.5501,6146,4.497,-0.26,0.943,1.02,296.71634,48.211262
942,10661771,K01291.01,,FALSE POSITIVE,FALSE POSITIVE,1.231364189,0.995,5.8574,1.10E+03,5.39,0.0207,31.13,1707,4.997009,22.272017,229.7,1092,1,5897,4.429,-0.7,0.891,0.778,290.29385,47.96759
943,10924853,K01292.01,,FALSE POSITIVE,FALSE POSITIVE,2.102416517,1.236,1.7684,1.50E+03,29.29,0.0326,67.85,1435,9.008543,79.45951,94.3,638,0.0003,5999,4.494,-0.06,0.959,1.045,294.0217,48.390419
944,10874926,K01293.01,,FALSE POSITIVE,FALSE POSITIVE,11.7031093,1.279,2.0467,4.20E+03,37.3,0.1024,86.3,811,21.644503,135.0635,126.6,89,0.0986,6014,4.494,-0.08,0.958,1.043,296.93268,48.266491
945,6631721,K00160.01,,FALSE POSITIVE,FALSE POSITIVE,13.73808249,0.957,3.354,6.61E+02,3.84,0.112,85.42,912,11.2589035,63.54222,68.4,102,0.3331,6375,4.292,-0.44,1.178,0.991,298.18362,42.01313
946,6847018,K01349.01,,FALSE POSITIVE,FALSE POSITIVE,16.66216657,7.444,3.8762,2.74E+04,843.45,0.1356,81.76,834,265.521,1759.6283,114.5,80,0.0032,6440,4.38,-0.04,1.169,1.196,286.30026,42.374828
947,7220322,K01350.01,,FALSE POSITIVE,FALSE POSITIVE,0.752159702,1.272,2.3621,3.43E+03,43.73,0.0162,39.95,2224,120.17062,467.91693,291.1,1782,-1,5916,4.296,-0.06,1.175,0.995,297.10837,42.751663
948,6956233,K01352.01,,FALSE POSITIVE,FALSE POSITIVE,4.81886153,0.924,6.223,1.32E+03,2.96,0.0497,72.08,803,25.658112,68.66461,86.3,237,0.5653,5030,4.658,-0.48,0.651,0.705,294.09109,42.491459
949,7303287,K01353.01,Kepler-289 c,CONFIRMED,CANDIDATE,125.8654019,0.101,9.0191,1.24E+04,12.37,0.4913,89.95,394,104.12529,167.6314,544.7,10,0,5933,4.342,-0.06,1.115,0.998,297.46533,42.882839
950,7303287,K01353.02,Kepler-289 b,CONFIRMED,CANDIDATE,34.5439452,0.87,3.482,4.30E+02,2.67,0.2075,88.77,607,6.10026,18.697369,23.4,38,0.2131,5933,4.342,-0.06,1.115,0.998,297.46533,42.882839
951,11512246,K00168.01,Kepler-23 c,CONFIRMED,CANDIDATE,10.74241765,0.034,6.0633,4.15E+02,3.06,0.0965,89.86,1008,8.862941,64.19754,95.4,126,0.9198,5761,4.091,0.06,1.518,1.036,294.21893,49.479221
952,8916492,K01414.01,,FALSE POSITIVE,FALSE POSITIVE,4.02378908,0.715,3.237,3.21E+01,2.24,0.0646,83.94,2504,4.970146,31.986753,36.1,334,0.7002,7516,3.651,0.07,3.685,2.218,301.26144,45.104893
953,11193447,K01415.01,,FALSE POSITIVE,FALSE POSITIVE,0.312941621,1.1789,2.0646,3.53E+04,58.02,0.0092,42.97,3151,,,413.9,,,6286,4.312,-0.16,1.188,1.051,293.38153,48.82476
954,11517719,K01416.01,Kepler-840 b,CONFIRMED,FALSE POSITIVE,2.495780169,0.133,4.2721,2.51E+04,15.75,0.0355,88.51,1408,125.62736,1486.8234,171.4,537,0.5786,6039,4.426,-0.28,0.992,0.959,296.50739,49.457291
955,11599264,K01417.01,,FALSE POSITIVE,FALSE POSITIVE,8.428090255,6.787,1.881,1.14E+04,517.43,0.0778,80.33,817,32.251762,188.63396,183,104,0.5195,5761,4.573,-0.34,0.805,0.893,284.98886,49.62606
956,11100657,K01418.01,,FALSE POSITIVE,FALSE POSITIVE,8.344104633,10.047,1.8014,9.70E+03,836.31,0.0786,78.22,785,23.696152,154.93022,89.7,104,0.893,5447,4.559,0.06,0.838,0.928,298.76062,48.600182
957,6620003,K01225.01,,CANDIDATE,CANDIDATE,1.714274727,1.182,2.06728,2.85E+04,25,0.0229,76.93,827,71.81617,1239.6158,987.2,784,0,3874,4.715,-0.1,0.535,0.541,295.62222,42.09288
958,6621116,K01226.01,,FALSE POSITIVE,FALSE POSITIVE,137.759605,0.776,9.1713,8.33E+04,49.52,0.5108,89.63,396,523.0603,1305.529,885.9,10,0.0112,5323,4.085,0.2,1.452,0.934,295.86691,42.062672
959,6629332,K01227.01,,FALSE POSITIVE,FALSE POSITIVE,2.155278342,0.926,2.1064,2.07E+04,16.89,0.0316,80.99,1272,175.74431,2422.5334,142.7,615,0,5665,4.568,-0.2,0.82,0.916,297.70712,42.047371
960,6387450,K01228.01,,FALSE POSITIVE,FALSE POSITIVE,3.661326482,0.812,2.5714,1.78E+04,12.07,0.042,84.67,1023,171.25322,1846.5966,424.6,364,0.1145,5319,4.501,-0.34,0.798,0.737,298.09171,41.794128
961,12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,4.75400072,0.672,2.5394,7.49E+02,2,0.0502,86.54,775,18.243238,129.67842,141.4,278,0.278,4728,4.628,0.04,0.693,0.768,287.99789,50.944328
962,6432059,K01229.01,,FALSE POSITIVE,FALSE POSITIVE,0.76973817,,2.5,,,,,,62.885075,307.91992,,1736,,,,,,,288.03989,41.818359
963,6470149,K01230.01,,FALSE POSITIVE,FALSE POSITIVE,165.739861,0.263,24.9393,7.34E+03,57.54,0.7004,89.72,692,45.41296,104.95686,527.8,9,0.0013,5019,2.99,-0.22,6.836,1.663,298.94815,41.812149
964,10549562,K01294.01,,FALSE POSITIVE,FALSE POSITIVE,9.08937826,0.982,6.255,7.80E+02,5.35,0.0924,75.3,1104,14.175206,60.218052,72.7,118,0.2358,6739,4.332,-0.06,1.275,1.283,297.116,47.737949
965,10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,3.234699282,0.079,3.59385,1.06E+04,13.06,0.0435,89.4,1356,237.8818,2986.2598,3003.8,335,0.9583,5640,4.236,0.34,1.291,1.047,296.83725,48.239944
966,6541920,K00157.03,Kepler-11 e,CONFIRMED,CANDIDATE,31.99552485,0.69,4.2817,1.38E+03,4.12,0.1921,89.1,582,22.140804,102.289505,128,41,0.7594,5657,4.364,0,1.046,0.921,297.11511,41.909142
967,10666230,K01295.01,,FALSE POSITIVE,FALSE POSITIVE,1.577800747,1.332,2.1626,6.98E+02,31.24,0.0253,47.37,1513,5.2674384,52.634834,79.6,847,0.9505,6089,4.566,-0.74,0.802,0.862,292.08905,47.929642
968,10971674,K01296.01,,FALSE POSITIVE,FALSE POSITIVE,2.380862632,0.664,4.20416,3.26E+04,21.65,0.034,81.1,1480,383.34506,5772.035,2590.6,564,0,5821,4.297,-0.16,1.129,0.922,289.79077,48.448139
969,6891543,K01354.01,,FALSE POSITIVE,FALSE POSITIVE,1.752567456,1.218,5.4993,6.07E+02,26.56,0.0283,27.55,1502,5.254899,32.634186,92.2,765,0.1604,5739,4.433,0.06,0.996,0.98,298.80545,42.39584
970,7211141,K01355.01,Kepler-827 b,CONFIRMED,CANDIDATE,51.92920654,0.398,5.2637,3.43E+03,8.49,0.2742,89.69,574,19.216328,79.500046,81.8,25,0.0427,5671,4.128,0.14,1.442,1.017,294.96606,42.708569
971,7363829,K01356.01,,CANDIDATE,CANDIDATE,384.0257068,,14.56,,,,,,,,,,,,,,,,292.1199,42.931679
972,6719086,K01357.01,,CANDIDATE,CANDIDATE,3.014330766,0.01,2.4747,9.75E+02,2.87,0.0398,89.94,1124,5.3528905,46.91396,57.3,381,0.7519,5209,4.446,0.56,0.953,0.925,298.45953,42.187431
973,7376983,K01358.01,,CANDIDATE,CANDIDATE,5.644914154,0.445,2.2599,1.40E+03,2.66,0.0571,88.57,744,7.3839817,51.430588,63.9,199,0.7087,4769,4.622,0.12,0.714,0.799,295.8255,42.94339
974,5084942,K00161.01,Kepler-475 b,CONFIRMED,CANDIDATE,3.105507835,0.799,1.7458,9.05E+02,2.68,0.0399,84.85,980,18.367533,177.66934,178.6,433,0.7822,4989,4.585,0.3,0.791,0.878,287.05173,40.211552
975,11125936,K01419.01,,FALSE POSITIVE,FALSE POSITIVE,1.336109338,1.28,1.7419,2.20E+03,35.19,0.0236,59.7,1727,9.137467,79.33387,150,767,0,6119,4.46,-0.3,0.967,0.982,285.41196,48.725231
976,11026304,K01420.01,,CANDIDATE,CANDIDATE,13.35151248,0.573,3.6045,3.31E+03,4.44,0.1004,88.69,585,15.303244,94.20674,107.9,81,0.9699,4843,4.562,0.04,0.754,0.755,290.1127,48.577782
977,11342550,K01421.01,,CANDIDATE,CANDIDATE,1693.663623,0.5283,22.604,9.52E+03,10.23,2.8364,89.95,157,,,122.8,,,5923,4.445,0.08,1.021,1.059,287.65045,49.156052
978,11497958,K01422.01,Kepler-296 A c,CONFIRMED,CANDIDATE,5.841636615,0.026,1.8734,1.34E+03,1.38,0.0465,89.94,446,8.321685,33.209076,41.1,178,0.9729,3526,4.866,-0.08,0.383,0.394,286.54001,49.437328
979,11497958,K01422.02,Kepler-296 A d,CONFIRMED,CANDIDATE,19.85029495,0.217,2.8407,1.61E+03,1.52,0.1052,89.77,297,5.971169,25.069052,34.4,53,0.9754,3526,4.866,-0.08,0.383,0.394,286.54001,49.437328
